"ID";"P08";"P10";"P11";"P12";"P13";"P14";"P15_15";"P15_16";"P15_17";"P15_18";"P15_19";"P15_20";"P15_21";"P22";"P23";"P24_24";"P24_25";"P24_26";"P24_27";"P24_28";"P24_29";"P30";"P31";"P32";"P33_33";"P33_34";"P33_35";"P33_36";"P33_37";"P38";"P39";"P40";"P41_41";"P41_42";"P41_43";"P41_44";"P41_45";"P46";"P47";"P48";"P54";"P55_55";"P55_56";"P55_57";"P55_58";"P55_59";"P62";"P63";"P64_64";"P64_65";"P64_66";"P64_67";"P64_68";"P64_69";"P64_70";"P64_71";"P73_73";"P73_74";"P73_75";"P77_77";"P77_78";"P77_79";"P77_80";"P77_81";"P77_82";"P77_83";"P84_84";"P84_85";"P84_86";"P84_87";"P84_88";"P84_89";"P92";"V03";"V04";"V05";"V06";"V07";"V08";"V09";"V10";"V11";"V11b";"V12";"V12a";"V12B";"V13";"V14";"VD_P49A";"VD_P50A";"VD_P51A";"VD_P52A";"VD_P53A";"VD_P49B";"VD_P50B";"VD_P51B";"VD_P52B";"VD_P53B";"VD_P55B";"VD_P55_60";"VD_P64_72";"VD_P76";"VD_P90";"VD_P92A";"VD_RACA";"VD_REGIAO";"VD_IDADE";"VD_EDUCACAO";"VD_DOMICILIO";"VD_PORTE";"POP_UF_idade";"POP_UF_raca";"POP_UF_edu";"POP_UF_porte";"POP_UF_residencia";"W1";"W2"
"61";26;3;1;1;1;3;3;1;3;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;97;;97;97;;;;;;97;97;;;97;97;;;;;;;;;;;;97;2;97;3;;4;2;1;4;2;2;628474;2450940,03939033;271937,583415481;1591517;527659,946610423;0,677977348931574;1245,04637429864
"62";51;3;1;1;1;4;1;2;1;1;1;1;4;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;2;;;;;2;2;2;;;5;3;;;;;;;;;;;;97;2;97;4;;1;5;1;7;1;2;249756;453051,817122641;272982,733225318;554936;1228028,01092492;0,304507709752327;1591,7470174191
"63";43;2;3;1;1;3;1;1;1;1;2;1;1;2;2;1;1;1;1;1;2;2;2;1;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;1;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;2;2;1;;;;;;;;;;;;97;2;97;4;2;1;4;5;5;1;2;422654;3610129,25112665;1290313,44136863;2324503;4029583,56019369;1,03538086880076;4597,56662393024
"64";42;1;3;2;1;3;1;1;1;2;2;1;2;2;3;1;1;1;1;2;2;2;2;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;2;;;1;3;;;;;;;;;;;;97;2;97;4;2;4;4;5;7;1;2;305162;651642,337213937;658394,585312965;1498571;2721026,22704136;0,704496739378584;781,387716555225
"65";32;3;1;1;1;3;3;1;3;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;1;5;1;;;;;;;;;;;;97;2;97;4;2;4;3;5;5;1;3;161363;958616,589954958;483355,9695245;211394;1391016,9466393;0,326644879524269;949,597785889394
"66";26;2;1;1;1;3;1;2;2;2;1;1;1;2;1;1;1;2;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;4;2;2;2;5;5;1;1;368646;2450940,03939033;1303862,0428603;1207006;3214851,05338958;0,677977348931574;4144,10062606568
"67";12;3;1;1;1;4;1;1;2;1;2;1;2;2;1;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;2;;;;;2;2;2;;;1;2;;;;;;;;;;;;97;2;97;2;;4;1;2;7;1;1;34892;246918,118890889;49504,5737167603;122421;244953,131703476;0,0612027164113033;250,223413387563
"68";51;3;1;2;1;3;1;1;3;1;3;1;3;1;2;1;1;1;1;1;1;2;2;1;97;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;4;2;4;5;4;7;1;3;151615;931617,182877359;272982,733225318;264229;1228028,01092492;0,304507709752327;787,626539692781
"69";11;2;3;1;2;3;1;1;2;1;2;1;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;1;;2;;;4;2;;;;;;;;;;;;97;2;97;2;;2;1;1;6;1;2;110407;417290,54472708;32882,8062833906;381458;489760,972025484;0,121977839519357;301,419002649776
"70";35;3;1;1;1;3;2;1;3;1;1;2;1;2;3;1;2;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;;;;;2;2;1;1;1;2;1;;;;;;;;;;;;97;2;97;2;;1;3;10;3;1;3;3062430;11181216,8484687;1383242,17809394;7969733;18265345,6229506;8,969465732183;32313,8252977633
"71";35;2;1;1;2;3;1;1;1;1;1;2;1;2;2;1;1;1;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;2;;;5;2;;;;;;;;;;;;97;2;97;3;0;1;3;9;4;1;3;1294948;11181216,8484687;1279219,89475294;7969733;18265345,6229506;18,7295559824653;29628,4756792512
"72";35;2;2;1;1;3;1;2;2;1;2;2;1;1;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;1;2;2;;;;;;;;;;;;97;2;97;2;0;4;3;6;7;1;3;1639164;7652268,15153127;4498184,05522268;7969733;18265345,6229506;6,24318532748843;11767,173021171
"73";17;1;3;1;1;3;3;3;2;2;2;1;3;3;2;2;1;1;1;2;2;2;3;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;1;1;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;2;3;;;;;;;;;;;;97;2;97;4;2;2;1;5;5;1;2;58180;446696,259288881;179906,87434287;265330;497867,387793094;0,343517263018049;862,060372904661
"74";33;2;3;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;1;1;1;1;1;2;;;;;;;;;;;;97;2;97;1;0;4;3;10;7;1;2;1253393;3639495,50891637;1603480,3944896;2602423;6815646,96134305;3,09218772089592;11068,9722480083
"75";42;2;1;1;1;4;1;1;1;1;1;1;1;2;3;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;;;;;2;2;1;3;2;1;1;;;;;;;;;;;;97;2;97;5;3;4;4;4;2;2;2;319233;651642,337213937;761155,791110509;1498571;397735,772958638;0,704496739378584;3826,6675797748
"76";24;2;1;2;2;1;2;2;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;2;1;2;;;;;2;2;2;;;1;1;;;;;;;;;;;;97;2;97;3;1;4;2;6;4;1;3;114701;863643,478564497;117804,450334671;331155;1147251,81868533;0,227208720756642;279,660879523959
"77";32;3;3;1;1;3;1;2;2;2;1;2;2;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;1;1;1;3;;;2;;;;;1;1;1;;;;;;;;;;;;97;2;97;2;2;2;3;3;3;1;2;148966;958616,589954958;111053,379713957;851322;1391016,9466393;0,326644879524269;1075,20989787584
"78";43;1;5;2;2;2;4;2;4;2;4;2;2;2;1;1;2;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;1;;;;;1;1;2;;;;;;;;;;;;97;2;97;3;1;1;4;5;5;1;1;422654;3610129,25112665;1290313,44136863;1698898;4029583,56019369;1,03538086880076;7103,46161355869
"79";43;1;1;2;2;3;3;2;1;1;2;2;3;2;2;1;1;1;1;1;2;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;2;2;1;;;;;;;;;;;;97;2;97;3;1;2;4;3;5;1;1;403172;1020946,74887335;1290313,44136863;1698898;4029583,56019369;2,07076173760152;8756,08734922201
"80";17;2;1;1;2;3;1;2;2;1;1;2;1;1;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;3;;;1;;;;;1;1;2;;;;;;;;;;;;97;2;97;2;;1;1;2;7;1;2;59553;123370,740711119;115064,751554722;265330;497867,387793094;0,111757498848312;319,091258246358
"81";17;2;2;1;1;3;3;1;4;1;4;2;3;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;2;1;1;3;1;1;2;;;;;;;;;;;;97;2;97;2;0;4;1;5;6;1;2;58180;446696,259288881;35015,1954579461;265330;497867,387793094;0,111757498848312;292,906396017261
"82";43;3;1;1;1;3;1;1;2;1;1;1;1;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;1;1;1;2;2;;;;;;;;;;;;97;2;97;5;0;1;4;8;5;1;2;381955;3610129,25112665;1290313,44136863;2324503;4029583,56019369;1,03538086880076;3497,62128784194
"83";31;3;1;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;;;;;2;2;2;;;1;3;;;;;;;;;;;;97;2;97;4;;1;3;1;3;1;3;1299433;3560587,12309068;617342,697190134;1859625;7540128,89355486;1,8479769645982;10550,6365572713
"84";41;3;1;1;2;3;1;1;1;1;1;1;2;1;2;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;1;;;;;;2;5;2;;;;;;;;;;;;97;2;97;2;;1;4;1;7;1;3;721376;3116799,95964981;962279,89967906;1026407;4217476,99265909;0,731600762477492;2451,89829496299
"85";35;3;3;1;1;4;1;1;1;1;1;1;1;3;2;1;2;2;1;2;2;2;3;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;5;;2;3;8;5;1;3;1433780;7652268,15153127;6434405,0214404;7969733;18265345,6229506;4,4847328660915;7889,39370689588
"86";29;2;1;1;1;3;1;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;2;;;;;2;2;1;1;1;3;3;;;;;;;;;;;;97;2;97;2;;1;2;8;7;1;3;409065;1142339,45855227;706222,509195263;1363516;4325699,27241818;1,07752022328331;2581,24867147487
"87";27;2;3;1;2;3;1;2;1;1;2;2;1;1;1;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;2;;;;;2;2;1;1;1;1;2;;;;;;;;;;;;97;2;97;3;0;4;2;10;7;1;3;158407;908596,571284108;163801,684731019;410340;1002970,89902313;0,635466513342847;3075,08464748315
"88";21;3;1;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;5;0;1;2;5;5;1;3;254216;496760,588845694;837457,581162813;447351;1933570,09501514;1,13945725664088;1977,02896333597
"89";53;3;1;1;1;2;2;2;2;1;2;97;4;2;2;1;2;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;;2;2;;;;;2;1;2;;;1;1;;;;;;;;;;;;97;2;97;2;1;4;5;5;1;2;3;135768;719504,381764959;21973,7776157945;1192401;47848,8679609165;0,245887891809301;283,971365971393
"90";31;2;1;1;1;3;4;4;4;4;4;4;4;2;1;2;2;2;2;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;2;;;;;;2;1;2;;;;;;;;;;;;97;2;97;2;0;1;3;7;5;1;3;690825;3560587,12309068;2627141,27342489;1859625;7540128,89355486;1,64823111821744;4491,98806976313
"91";16;2;1;1;1;3;1;1;1;2;1;2;2;1;1;1;1;1;1;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;1;1;2;;;;;;;;;;;;97;2;97;2;0;2;1;2;7;1;2;32404;220844,336179983;59779,062125392;206458;243938,710614161;0,0549228039233644;224,047128044002
"92";14;2;3;1;1;2;2;1;1;1;2;2;2;3;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;2;;;1;2;;;;;;;;;;;;97;2;97;3;;4;1;1;5;1;2;51880;173113,145777793;85428,4192872601;153142;195557,263513212;0,0462265167902052;271,123805234815
"93";23;2;3;1;1;2;1;1;2;1;1;3;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;2;1;;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;;4;2;1;5;1;2;605312;2601054,19631358;1125579,81291602;1379059;2903147,45967571;0,659691651734968;7590,97139284379
"94";27;3;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;2;;;;;1;;2;;;1;3;;;;;;;;;;;;97;2;97;5;1;4;2;5;6;1;2;122656;908596,571284108;63019,737308963;295016;1002970,89902313;0,211822171114282;455,94417524883
"95";53;3;3;1;97;3;1;1;1;1;2;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;5;3;;;;;;;;;;;;97;2;97;2;1;4;5;7;7;1;3;96186;719504,381764959;410550,621539486;1192401;1144552,13203908;0,308690015682969;848,381005025815
"96";28;2;3;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;1;;;;;;;1;3;3;;;;;;;;;;;;97;2;97;2;;1;2;4;7;1;3;94303;214657,058906318;142693,223238106;266839;722112,086560352;0,155046549824753;352,978718439277
"97";52;2;1;2;2;3;1;2;4;2;1;2;2;2;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;2;;;;;2;2;2;;;2;3;;;;;;;;;;;;97;2;97;3;;4;5;1;6;1;3;478477;1794738,96348069;165080,322717528;831664;2672927,86037804;0,625974153060974;2856,09800793525
"98";51;3;3;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;2;;;;;;;;;;;;97;2;97;3;0;4;5;6;7;1;2;121206;931617,182877359;272982,733225318;554936;1228028,01092492;0,304507709752327;722,486491016658
"99";53;3;3;1;1;3;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;2;1;;;;;;1;1;3;;;;;;;;;;;;97;2;97;5;3;1;5;4;7;1;3;127225;472896,618235041;410550,621539486;1192401;1144552,13203908;0,308690015682969;1449,98720782251
"100";43;2;3;1;1;3;1;1;3;1;1;2;3;1;1;1;1;1;1;2;2;2;1;1;1;1;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;1;1;1;2;1;;;;;;2;1;2;;;;;;;;;;;;97;2;97;2;;1;4;2;7;1;3;395452;3610129,25112665;884736,499947764;607675;4029583,56019369;1,03538086880076;3423,04187842679
"101";50;2;1;1;1;3;3;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;1;1;1;2;1;;;;;;1;4;2;;;;;;;;;;;;97;2;97;2;;1;5;1;6;1;2;181332;485412,154582629;85227,8174724808;240970;990828,486193927;0,327525255519935;2621,48850970783
"102";35;3;1;1;1;3;2;1;3;1;3;1;2;1;2;1;2;1;1;1;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;2;;;;;2;3;2;;;;;;;;;;;;97;2;97;3;1;4;3;7;7;1;3;1534930;7652268,15153127;4498184,05522268;7969733;18265345,6229506;6,24318532748843;8551,40439293933
"103";23;3;1;1;1;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;3;;;;;;;;;;;;97;2;97;3;0;1;2;9;7;1;3;203739;992168,803686416;475352,262867248;1065900;2903147,45967571;1,48199849101067;2249,69051479924
"104";42;3;1;1;1;4;2;1;2;1;2;1;1;1;2;1;1;1;1;1;2;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1;1;1;;;;;;;2;1;3;;;;;;;;;;;;97;2;97;3;;1;4;1;6;2;2;472361;2467119,66278606;189763,121557013;1498571;397735,772958638;0,704496739378584;4858,89641906743
"105";35;1;97;2;1;3;2;1;3;1;3;1;1;1;3;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;2;;1;;;;;;1;1;2;;;;;;;;;;;;97;2;97;3;;1;3;8;5;1;3;1433780;11181216,8484687;6434405,0214404;7969733;18265345,6229506;6,24318532748843;12984,3868464705
"106";43;2;3;1;1;3;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;5;3;;;;;;;;;;;;97;2;97;2;0;1;4;8;5;1;2;381955;3610129,25112665;1290313,44136863;2324503;4029583,56019369;1,03538086880076;3497,62128784194
"107";16;1;1;2;1;3;1;1;2;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;1;;2;;;2;1;;;;;;;;;;;;97;2;97;5;;1;1;1;5;1;2;61318;44859,663820017;88625,3054744267;206458;243938,710614161;0,0549228039233644;359,792725947869
"108";52;2;1;2;3;3;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;1;1;2;2;2;2;2;2;3;2;1;1;2;;2;;;;;;2;2;3;;;;;;;;;;;;97;2;97;4;;4;5;1;4;1;1;478477;1794738,96348069;257001,457003131;887844;2672927,86037804;0,625974153060974;4028,84627182141
"109";41;3;1;1;2;4;1;1;3;1;1;2;2;1;1;1;1;1;1;1;1;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;1;;;;;;1;1;2;;;;;;;;;;;;97;2;97;5;2;4;4;2;5;1;1;445745;1602828,04035019;1395869,7336891;1731233;4217476,99265909;1,09731593661602;5051,80611092389
"110";50;2;1;1;1;3;2;3;3;97;1;1;1;2;2;1;1;1;1;1;1;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;1;2;2;2;2;1;2;1;2;2;1;1;1;97;;;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;0;4;5;5;2;1;1;107723;598139,845417371;250500,576591744;471887;990828,486193927;0,227026990026312;2186,6859978951
"111";23;3;97;1;1;3;1;1;1;1;2;2;1;1;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;3;;;2;;;;;1;2;1;;;;;;;;;;;;97;2;97;2;0;4;2;9;5;1;3;203739;2601054,19631358;1125579,81291602;1065900;2903147,45967571;0,659691651734968;2239,94280191705
"112";50;2;2;2;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;2;1;1;1;1;3;2;;;;;;;;;;;;97;2;97;2;;1;5;9;5;1;1;66989;485412,154582629;291122,268034132;471887;990828,486193927;0,454053980052624;2472,11279762805
"113";53;2;1;1;2;3;1;1;1;1;1;2;2;2;3;1;1;2;1;1;1;2;2;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;1;1;1;2;1;;;;;;2;5;2;;;;;;;;;;;;97;2;97;5;1;2;5;2;6;1;3;113649;719504,381764959;102084,433056777;1192401;1144552,13203908;1,07141549731885;3114,72592863241
"114";23;3;3;1;1;3;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;1;1;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;3;;;;;;;;;;;;97;2;97;4;2;1;2;5;7;1;3;346024;992168,803686416;475352,262867248;1065900;2903147,45967571;0,659691651734968;742,892485025354
"115";31;3;3;1;1;3;1;1;3;1;1;3;4;2;2;1;1;1;2;2;2;2;3;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;2;;;;;2;1;2;;;1;3;;;;;;;;;;;;97;2;97;2;;1;3;8;5;1;2;664500;3560587,12309068;2627141,27342489;3341463;7540128,89355486;1,64823111821744;5046,6602254059
"116";16;3;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;1;;2;;;1;1;;;;;;;;;;;;97;2;97;5;3;4;1;2;5;1;2;32404;220844,336179983;88625,3054744267;206458;243938,710614161;1,2097048814667;4407,1711526766
"117";27;1;1;3;3;3;1;1;2;1;2;1;1;1;2;1;1;1;1;1;1;2;1;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;1;1;97;;;;;;;;;;;;97;2;97;4;2;1;2;4;7;1;3;128076;347379,428715892;163801,684731019;410340;1002970,89902313;0,211822171114282;527,608332485475
"118";51;2;1;2;1;3;1;2;2;1;1;2;1;2;2;1;2;1;2;1;2;2;2;2;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;3;1;1;2;;;;;2;2;2;;;4;2;;;;;;;;;;;;97;2;97;3;0;1;5;1;5;1;1;249756;453051,817122641;421720,84129634;565504;1228028,01092492;0,304507709752327;4404,81554498986
"119";12;2;2;2;1;3;1;1;1;1;2;2;3;1;2;1;1;1;1;1;1;2;1;1;1;2;1;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;2;1;2;2;2;2;2;1;4;1;1;1;1;1;;;;;;;2;1;2;;;;;;;;;;;;97;2;97;3;0;4;1;6;7;1;1;24110;246918,118890889;49504,5737167603;122421;244953,131703476;0,0612027164113033;155,687839956266
"120";43;3;3;1;1;3;2;1;1;1;2;1;3;1;2;1;2;1;1;1;2;2;1;1;1;97;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;1;1;3;;;1;;;;;1;1;2;;;;;;;;;;;;97;2;97;3;1;1;4;6;7;1;3;366936;3610129,25112665;884736,499947764;607675;4029583,56019369;1,03538086880076;1436,58388663819
