ID;P03;P04;P05;P06;P071;P072;P073;P08;P091;P092;P093;P094;P095;P096;P097;P098;P10;P11;P12;P13;P14;P15;P16;P17;P181;P182;P183;P184;P185;P186;P19;P2001;P2002;P2003;P2004;P2005;P2006;P2007;P2008;P2009;P2010;P211;P212;P213;P214;P215;P216;P22;P23;P24;P25;P26;P27;P28;P29;P30;P31;P33;P35;VD_IDADE;VD_RENDA;VD_RELIGIÃO;VD_RACA;W1;W2
453;4;2;1;3;2;2;1;2;2;2;2;2;1;2;2;2;1;1;1;1;1;1;5;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.901742022837209;68380.6744186047
454;4;2;1;1;1;2;1;2;2;2;1;1;2;2;2;2;1;1;1;1;1;1;8;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;1;3;0.901742022837209;68380.6744186047
455;4;2;1;1;1;2;2;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;3;0.901742022837209;68380.6744186047
456;4;3;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;1;1;1;1;7;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;2;1;0.901742022837209;68380.6744186047
457;4;2;1;2;2;2;1;1;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;4;1;2;0.901742022837209;68380.6744186047
458;4;2;1;3;1;2;1;2;2;2;2;1;2;1;2;2;1;1;2;2;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;1;3;0.901742022837209;68380.6744186047
459;4;2;3;2;2;2;1;2;2;2;2;1;2;2;1;2;2;1;1;2;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.901742022837209;68380.6744186047
460;4;3;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;5;2;;;4;;;;1;3;2;6;1;1;1;1;0.901742022837209;68380.6744186047
461;4;1;1;1;1;1;2;2;2;2;2;2;1;2;1;2;1;1;2;1;1;2;;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;2;3;0.901742022837209;68380.6744186047
462;4;3;1;1;1;1;2;3;2;1;2;2;1;1;2;2;3;1;3;1;1;1;97;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;7;5;3;2;97;0.901742022837209;68380.6744186047
463;4;3;1;2;2;2;1;2;2;2;2;1;2;2;2;2;3;1;1;1;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;2;1;3;0.901742022837209;68380.6744186047
464;4;2;1;3;1;1;2;2;2;2;2;1;2;1;2;2;2;1;1;2;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;1;1;3;0.901742022837209;68380.6744186047
465;4;3;3;3;1;1;2;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;1;3;1;3;0.901742022837209;68380.6744186047
466;4;3;1;1;1;1;2;3;2;1;2;2;1;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;97;1;3;0.901742022837209;68380.6744186047
467;4;3;1;1;1;2;2;3;2;2;1;1;2;1;2;2;2;1;2;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;1;2;0.901742022837209;68380.6744186047
468;4;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;3;1;1;1;7;1;2;1;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;1;2;3;3;0.901742022837209;68380.6744186047
469;4;1;1;1;1;2;1;2;2;1;2;2;1;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;4;2;1;0.901742022837209;68380.6744186047
470;4;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;3;1;2;0.901742022837209;68380.6744186047
471;4;2;1;1;1;2;1;2;2;2;2;1;2;1;2;2;2;1;1;1;1;1;8;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;97;1;3;0.901742022837209;68380.6744186047
472;4;3;1;2;1;1;2;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;2;0.901742022837209;68380.6744186047
473;4;2;3;2;1;2;2;3;2;1;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;2;;;4;;;;3;3;2;6;3;2;1;3;0.901742022837209;68380.6744186047
474;4;3;2;1;1;2;2;2;2;1;2;1;1;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.901742022837209;68380.6744186047
475;4;2;1;1;2;2;1;2;1;2;2;2;1;2;2;2;3;1;2;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;1;3;2;0.901742022837209;68380.6744186047
476;4;3;1;1;1;1;2;3;2;2;2;2;1;2;2;2;97;1;97;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.901742022837209;68380.6744186047
477;2;2;2;1;2;1;1;1;2;1;2;1;1;2;1;2;2;1;1;1;1;1;3;1;2;1;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;5;4;1;3;0.980271727545455;72285
478;2;3;1;3;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.980271727545455;72285
479;2;3;1;1;1;1;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;3;1;1;0.980271727545455;72285
480;2;2;3;2;1;2;2;2;2;1;2;2;1;2;2;2;2;1;1;1;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;4;1;1;0.980271727545455;72285
481;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;4;2;1;1;0.980271727545455;72285
482;2;3;2;1;2;2;1;1;2;2;1;2;2;2;2;2;2;1;1;2;1;1;8;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;5;2;1;97;0.980271727545455;72285
483;2;3;1;2;2;2;1;2;2;2;1;1;2;2;2;1;2;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;5;3;1;3;0.980271727545455;72285
484;2;3;2;3;1;1;2;2;1;1;2;1;2;1;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;2;3;0.980271727545455;72285
485;2;2;2;1;1;2;1;2;2;1;2;1;2;1;1;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;2;1;0.980271727545455;72285
486;2;3;1;3;1;1;1;3;1;2;2;1;1;1;1;2;2;1;1;2;1;2;;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;1;1;2;;8;3;;;2;4;2;1;3;97;1;1;0.980271727545455;72285
487;2;2;2;2;1;2;1;1;2;2;2;1;1;2;2;2;3;1;1;1;1;1;7;1;1;2;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;;6;;;;3;3;1;2;3;3;1;2;0.980271727545455;72285
488;2;3;1;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;2;1;1;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;2;;;6;;;;6;3;2;4;4;4;2;2;0.980271727545455;72285
489;2;2;1;2;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;7;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;2;1;0.980271727545455;72285
490;2;3;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;3;2;1;3;0.980271727545455;72285
491;2;3;3;1;1;1;2;2;1;2;2;1;2;1;2;2;2;1;1;1;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;1;3;0.980271727545455;72285
492;2;3;2;2;1;2;1;2;1;1;2;1;2;2;2;2;1;1;1;2;1;1;8;1;1;2;2;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;3;2;2;0.980271727545455;72285
493;2;2;1;1;1;2;2;3;2;1;2;2;2;2;2;2;3;1;2;97;1;97;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;1;1;0.980271727545455;72285
494;2;2;2;1;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;2;1;3;0.980271727545455;72285
495;2;2;1;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;1;7;1;2;2;2;2;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;1;1;0.980271727545455;72285
496;2;3;1;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;2;2;1;1;7;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;1;1;2;;4;;;;3;2;2;5;1;2;1;2;0.980271727545455;72285
497;2;3;1;1;2;2;1;3;1;2;2;1;2;2;2;2;3;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;1;1;3;0.980271727545455;72285
498;2;2;2;1;2;2;1;2;2;1;2;1;2;2;2;2;2;1;1;2;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;2;1;1;0.980271727545455;72285
499;5;2;1;2;1;1;2;2;1;1;2;2;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;1;1;0.980111014903226;73113.8709677419
500;5;3;1;3;1;2;2;97;;;;;;;;;97;1;1;97;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;5;2;2;1;0.980111014903226;73113.8709677419
501;5;2;3;1;2;2;1;2;2;2;1;2;1;1;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;1;1;0.980111014903226;73113.8709677419
502;5;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;3;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;3;1;0.980111014903226;73113.8709677419
503;5;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;1;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.980111014903226;73113.8709677419
504;5;2;3;2;1;2;1;2;2;1;2;2;1;2;2;2;2;1;1;1;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;3;2;1;0.980111014903226;73113.8709677419
505;5;1;1;3;2;2;1;2;2;2;2;2;1;2;1;2;1;1;1;2;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;1;3;0.980111014903226;73113.8709677419
506;5;2;3;1;1;2;1;2;2;2;1;2;2;1;2;2;2;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;97;3;3;1;1;0.980111014903226;73113.8709677419
507;5;3;1;2;1;1;2;2;1;2;2;1;2;1;2;2;3;1;2;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.980111014903226;73113.8709677419
508;5;3;1;3;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;3;1;0.980111014903226;73113.8709677419
509;5;2;1;3;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.980111014903226;73113.8709677419
510;5;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;1;1;3;0.980111014903226;73113.8709677419
511;5;2;1;2;1;2;1;3;2;2;1;1;2;2;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;2;1;0.980111014903226;73113.8709677419
512;5;3;2;1;1;2;1;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;97;1;2;1;1;0.980111014903226;73113.8709677419
513;5;3;2;3;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;3;3;1;1;0.980111014903226;73113.8709677419
514;5;2;1;3;1;1;2;2;2;1;1;1;2;1;2;2;3;1;1;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;4;4;1;1;0.980111014903226;73113.8709677419
515;5;2;1;97;2;2;2;3;2;1;2;2;2;1;2;2;97;1;1;1;1;1;97;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;2;1;3;0.980111014903226;73113.8709677419
516;5;2;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;1;1;1;1;97;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;4;1;2;3;0.980111014903226;73113.8709677419
517;5;2;2;1;2;2;1;2;1;2;2;1;2;2;2;2;3;1;1;1;1;2;;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;1;1;2;;9;;;;4;2;3;5;3;3;1;1;0.980111014903226;73113.8709677419
518;5;3;3;1;1;2;2;3;2;2;2;1;2;2;2;2;3;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;4;3;1;1;0.980111014903226;73113.8709677419
519;5;2;3;2;1;2;1;2;2;1;2;1;2;2;2;2;1;1;1;2;1;1;7;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;2;3;0.980111014903226;73113.8709677419
520;5;2;1;1;2;1;2;2;1;2;2;2;1;2;2;2;3;1;2;1;1;1;7;1;2;2;2;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;4;2;1;3;0.980111014903226;73113.8709677419
521;5;2;2;1;2;2;1;2;2;2;2;1;2;2;1;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;2;2;1;0.980111014903226;73113.8709677419
522;5;3;1;2;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;1;0.980111014903226;73113.8709677419
523;5;2;2;97;2;2;1;2;2;2;2;1;1;2;2;2;2;1;2;1;2;1;8;1;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;8;2;;;1;;2;;5;3;1;3;4;2;2;1;0.980111014903226;73113.8709677419
524;5;3;1;3;2;2;1;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;8;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;3;3;1;0.980111014903226;73113.8709677419
525;5;3;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;1;0.980111014903226;73113.8709677419
526;5;3;3;1;2;2;1;2;2;2;2;1;1;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;2;1;2;0.980111014903226;73113.8709677419
527;5;2;3;1;2;1;2;2;2;1;1;1;2;1;2;2;2;1;1;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;3;3;1;0.980111014903226;73113.8709677419
528;5;3;2;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;3;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;1;0.980111014903226;73113.8709677419
529;5;2;2;1;1;2;1;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;3;1;1;0.980111014903226;73113.8709677419
530;5;3;2;1;2;2;2;2;1;2;2;1;1;2;2;2;2;1;1;1;1;1;5;1;2;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;8;2;;;8;6;;;2;3;1;1;4;2;2;3;0.980111014903226;73113.8709677419
531;5;1;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;3;0.980111014903226;73113.8709677419
532;5;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;1;1;97;2;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;97;3;1;0.980111014903226;73113.8709677419
533;5;2;3;3;2;2;1;2;1;1;1;2;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;2;6;2;;;2;;5;;3;1;3;5;1;3;2;1;0.980111014903226;73113.8709677419
534;5;2;1;1;2;2;1;2;2;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;2;1;1;0.980111014903226;73113.8709677419
535;5;3;1;1;2;1;1;2;2;1;2;2;2;1;1;2;2;1;2;2;1;1;7;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;3;1;0.980111014903226;73113.8709677419
536;5;3;3;1;1;2;2;3;2;2;1;2;2;2;2;2;3;1;1;2;1;2;;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;97;4;2;2;1;0.980111014903226;73113.8709677419
537;5;2;2;2;1;2;1;2;2;1;2;2;1;2;2;2;1;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;1;0.980111014903226;73113.8709677419
538;5;3;3;1;1;1;2;2;2;2;1;1;2;2;2;2;3;1;2;1;1;1;8;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;3;1;1;0.980111014903226;73113.8709677419
539;5;2;1;1;2;2;1;3;2;2;2;2;1;1;2;2;2;1;2;1;1;1;7;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;2;1;1;0.980111014903226;73113.8709677419
540;5;3;4;1;2;2;1;3;2;2;2;1;2;2;2;2;3;1;3;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;2;3;1;0.980111014903226;73113.8709677419
541;5;2;1;1;2;2;1;2;2;2;2;1;1;2;1;2;2;1;2;2;1;2;;1;1;1;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;1;1;0.980111014903226;73113.8709677419
542;5;3;2;1;1;2;1;2;1;2;2;1;2;2;2;2;3;1;2;2;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;3;3;2;1;0.980111014903226;73113.8709677419
543;5;2;1;1;2;2;1;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;2;3;0.980111014903226;73113.8709677419
544;5;2;3;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;1;1;7;1;2;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;1;1;0.980111014903226;73113.8709677419
545;5;3;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;3;2;2;1;0.980111014903226;73113.8709677419
546;5;2;2;1;2;2;1;2;1;1;1;1;1;1;1;2;3;1;1;1;1;1;7;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;97;;2;;8;5;;;3;1;2;3;1;3;2;1;0.980111014903226;73113.8709677419
547;5;2;2;1;1;1;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;2;3;2;1;0.980111014903226;73113.8709677419
548;5;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;2;0.980111014903226;73113.8709677419
549;5;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;7;5;97;2;1;0.980111014903226;73113.8709677419
550;5;3;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;2;1;3;0.980111014903226;73113.8709677419
551;5;1;3;3;2;2;1;3;2;1;2;1;2;2;2;2;1;1;1;1;1;2;;1;1;2;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;2;4;3;1;0.980111014903226;73113.8709677419
552;5;3;1;3;2;2;1;2;2;1;2;1;1;2;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;2;3;1;0.980111014903226;73113.8709677419
553;5;2;1;3;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;3;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.980111014903226;73113.8709677419
554;5;3;2;1;1;2;2;1;2;1;2;2;1;2;2;2;3;1;3;1;1;2;;1;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;1;3;1;0.980111014903226;73113.8709677419
555;5;2;2;3;2;2;1;3;2;2;2;1;2;2;2;2;1;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.980111014903226;73113.8709677419
556;5;2;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;2;3;3;0.980111014903226;73113.8709677419
557;5;3;2;1;2;2;1;2;1;2;2;1;2;2;2;2;2;1;2;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;3;2;1;1;0.980111014903226;73113.8709677419
558;5;2;1;2;1;2;1;2;1;1;2;1;2;1;2;2;2;1;1;2;1;1;7;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;1;2;;;1;;2;;3;2;3;4;3;4;1;3;0.980111014903226;73113.8709677419
559;5;3;1;1;1;1;2;2;2;1;2;1;2;2;2;2;3;1;2;1;1;97;;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;1;3;0.980111014903226;73113.8709677419
560;5;3;2;1;1;2;2;3;1;1;1;1;1;1;1;2;2;1;2;1;1;1;7;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;1;2;;;2;;2;;2;3;1;2;2;2;1;2;0.980111014903226;73113.8709677419
561;2;2;1;1;1;2;1;1;2;2;2;1;2;2;2;2;3;1;1;2;1;1;8;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;4;1;2;1;0.980588824192308;73337.8461538462
562;2;2;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;1;7;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;3;1;1;0.980588824192308;73337.8461538462
563;2;3;3;1;2;2;1;3;1;2;2;1;2;2;2;2;3;1;2;2;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;1;2;1;1;0.980588824192308;73337.8461538462
564;2;2;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;1;1;2;;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;2;4;1;1;0.980588824192308;73337.8461538462
565;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;1;1;1;1;1;7;2;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;5;1;3;3;3;0.980588824192308;73337.8461538462
566;2;2;1;1;1;2;1;2;2;2;1;2;1;2;2;2;2;1;2;1;1;1;3;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;3;1;0.980588824192308;73337.8461538462
567;2;3;1;1;2;2;1;2;2;2;2;1;2;2;2;2;3;1;1;1;1;1;3;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;3;7;5;4;1;3;0.980588824192308;73337.8461538462
568;2;3;1;1;1;1;2;2;2;2;2;1;2;1;2;2;3;1;2;1;1;1;7;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;1;2;1;1;0.980588824192308;73337.8461538462
569;2;3;1;2;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;1;1;1;7;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;2;3;1;0.980588824192308;73337.8461538462
