"ID";"P05";"P06";"P07";"P08";"P09";"P10_01";"P10_02";"P10_03";"P10_04";"P10_05";"P10_06";"P10_07";"P10_08";"P10_09";"P11";"P12";"P12_A";"P13_01";"P13_02";"P13_03";"P13_04";"P13_A";"P14";"P15";"P16";"P17";"P17_A_01";"P17_A_02";"P17_A_03";"P17_A_04";"P17_A_05";"P17_A_06";"P17_A_07";"P18";"P18_A";"P18_B";"P18_C_01";"P18_C_02";"P18_C_03";"P18_C_04";"P18_C_05";"P18_C_06";"P19";"P20_01";"P20_02";"P20_03";"P20_04";"P20_05";"P20_06";"P21_01";"P21_02";"P21_03";"P21_04";"P21_05";"P21_09";"P21_10";"P22_01";"P22_02";"P22_03";"P22_04";"P22_05";"P22_06";"P22_07";"P22_08";"P22_09";"P22_10";"P22_11";"P22_12";"P22_13";"P22_14";"P22_15";"P22_16";"P22_17";"P22_A";"P22_B";"P22_C";"P22_D";"P23";"P24";"P25";"P26";"P26_A";"P27";"P28_01";"P28_02";"P28_03";"P28_04";"P28_05";"P28_06";"P28_07";"P28_08";"P28_09";"P29";"P30_01";"P30_02";"P30_03";"P30_04";"P30_05";"P30_06";"P30_A_01";"P30_A_02";"P30_A_03";"P30_A_04";"P30_A_05";"P30_A_06";"P33";"P34";"P36";"P37";"P38";"VD_EDUCACAO";"VD_IDADE";"VD_REGIAO";"VD_OCUPACAO";"VD_RACA";"VD_RENDA";"VD_RELIGIAO";"POP_regiao_raca";"POP_regiao_idade";"POP_regiao_edu";"POP_regiao_trab";"W1";"W2"
"57";3;3;1;1;3;1;2;2;2;2;2;2;2;2;2;2;3;1;1;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;2;2;1;1;1;1;5740319,00842639;4680529,27027831;9306846,75975905;9082972,15513015;2,35697360133007;85105,1422981427
"58";2;3;1;1;1;1;1;1;1;1;1;1;2;2;1;2;3;1;1;1;2;2;4;1;2;1;;;;;;;;11;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;2;1;2;1;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;1;2;1;4;1;6;1;;4;3;3;2;1;2;2;19504420,6018672;6591591,83579349;9667487,9365852;3097231,98911423;0,332806573339108;12016,914727343
"59";3;2;1;1;3;2;1;2;1;1;2;1;2;2;2;2;3;1;2;2;1;2;2;1;3;1;;;;;;;;4;1;1;1;1;1;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;3;1;;4;1;2;2;2;97;2;2678539,92998988;6224087,26340164;3915537,04929414;1833996,26932857;0,238537834028654;8613,07750627474
"60";2;1;3;1;3;2;2;2;1;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;97;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;1;1;4;2;1;4846039,7630248;1463776,52352921;2083133,06024781;2895396,97531023;1,33902897403881;48349,3965789861
"61";3;2;1;1;2;1;2;2;1;1;2;2;2;2;2;2;3;1;1;2;2;2;4;1;3;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;2;2;2;3;1;4;97;2;13960677,4593904;7210035,70585308;5572409,50746999;19008208,2217878;0,69907106247729;25241,9213414482
"62";3;1;1;1;4;2;2;2;1;2;1;2;2;2;2;1;3;1;1;1;2;2;4;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;4;3;2;1;2;1;19504420,6018672;6329164,84158728;9667487,9365852;3097231,98911423;0,320437253882808;11570,2857570968
"63";1;1;2;2;1;2;2;2;1;2;2;2;2;2;3;1;1;1;2;2;2;2;1;2;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;1;2;3;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;12186583,0403909;1,59149491278044;57465,3873690043
"64";3;2;1;1;3;2;2;2;1;1;2;2;2;2;1;2;5;1;1;1;1;2;4;1;2;2;1;2;2;2;2;2;2;11;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;3;2;1;3;2;1;222828,22375231;4033401,53710101;3915537,04929414;9082972,15513015;0,126179152115924;4556,05217208409
"65";3;1;2;1;3;2;1;2;2;1;2;2;2;2;1;1;2;1;1;1;1;1;4;1;3;2;1;2;2;2;2;2;2;4;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;2;2;;;;2;2;2;2;2;1;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;3;2;;;4;2;3;2;1;4;1;2;14461864,302681;4033401,53710101;3406005,68748633;9082972,15513015;0,640464553471078;23125,7689646221
"66";3;1;1;1;2;2;2;2;1;2;2;2;2;2;1;3;3;2;1;2;2;2;4;1;2;2;2;2;1;2;2;2;2;11;1;2;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;3;1;6;1;;3;1;2;2;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;1833996,26932857;0,293915067233827;10612,6278234035
"67";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;2;4;1;2;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;1;1;4;3;1;1;2;9518913,45314225;2942917,92101343;4140324,63039441;5304273,64801839;4,01765373481603;145068,656099174
"68";3;3;1;1;4;1;1;2;2;2;1;2;2;2;2;2;5;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;2;;;;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;1;;4;2;3;2;2;2;2;3804141,48667104;7210035,70585308;9667487,9365852;3097231,98911423;0,316549757458863;11429,9167957488
"69";3;1;1;1;3;2;2;2;2;2;2;2;2;2;2;1;3;1;1;1;1;2;4;1;3;2;2;2;2;2;2;1;2;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;6;1;;4;4;5;2;1;1;1;2431431,47238272;1042502,13509057;1763115,81930727;468593,5955951;0,260017227640116;9388,65125421561
"70";3;4;1;1;3;2;2;2;1;2;2;1;2;2;2;2;3;2;2;2;2;2;4;1;3;2;2;2;1;1;2;2;2;2;1;1;1;2;1;2;2;2;1;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;2;2;2;;;;1;2;2;2;2;2;2;2;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;2;;2;3;2;3;1;1;1;5740319,00842639;4033401,53710101;3406005,68748633;12186583,0403909;1,12791301705429;40726,4628514142
"71";2;3;2;1;3;2;2;2;1;2;1;2;2;2;2;3;3;2;2;1;1;2;4;1;3;1;;;;;;;;11;1;1;2;2;1;2;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;1;2;;;;1;2;2;2;2;2;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;5;2;4;4;1;4;1;2;2374569,89674108;2202936,75527634;2061170,61624244;6581932,49735434;0,563866999498885;20359,9994512027
"72";2;1;2;2;3;2;2;2;1;2;2;2;2;2;1;1;3;1;1;2;2;2;1;1;3;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;3;1;1;1;3;96;1307518,70265803;1203908,84087813;1263379,16937145;2895396,97531023;0,396580343720917;14319,6455683546
"73";2;3;2;2;4;1;2;2;1;2;1;2;2;2;2;3;5;1;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;10;1;1;1;1;1;1;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;4;1;3;3;1;3;2;1;450998,43868754;6591591,83579349;10649723,4784583;19008208,2217878;0,709832713213685;25630,5009236578
"74";3;2;1;1;4;2;1;2;1;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;3;1;;;;;;;;4;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;1;2;;;;2;2;2;1;2;2;2;2;2;6;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;4;4;1;1;3;1;9518913,45314225;2202936,75527634;3043136,18139733;6581932,49735434;0,639306741128105;23083,962902752
"75";3;1;3;3;4;2;2;2;1;2;1;2;2;2;1;1;3;1;1;1;2;2;4;1;3;2;2;2;2;1;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;5;2;;4;4;5;3;4;2;1;3421308,1019427;1042502,13509057;1763115,81930727;2606884,35133205;0,588628342739957;21254,0771951517
"76";2;1;1;2;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;2;2;2;3;97;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;2;1;4;2;1;14461864,302681;4680529,27027831;6475161,96831011;9082972,15513015;0,729223566497832;26330,662065513
"77";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;2;3;1;2;2;2;2;4;1;3;1;;;;;;;;4;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;2;2;;;;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;1;2;3;4;2;1;14461864,302681;6224087,26340164;6475161,96831011;12186583,0403909;1,59149491278044;57465,3873690043
"78";3;3;1;1;4;2;1;2;1;1;2;2;2;2;2;2;5;1;2;2;2;2;4;1;2;1;;;;;;;;4;1;1;1;2;1;2;1;2;1;1;2;1;2;1;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;1;2;2;;;;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;1;1;2;1;1;2;4;1;;;1;4;2;3;1;1;3;1;19504420,6018672;7210035,70585308;9667487,9365852;19008208,2217878;0,87505721112098;31596,39481301
"79";2;97;2;1;2;2;2;2;1;1;2;1;2;2;1;2;2;1;1;1;2;1;97;1;2;1;;;;;;;;11;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;1;5;1;4;3;2;3421308,1019427;1692837,76193263;1763115,81930727;3453128,1894327;1,01570727089508;36674,9596915315
"80";3;2;2;1;3;1;2;2;1;2;2;2;2;2;2;1;3;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;2;2;2;2;2;2;2;2;2;3;2;;;2;2;3;3;1;1;1;96;19504420,6018672;6591591,83579349;5572409,50746999;19008208,2217878;0,846293252106452;30557,7914007325
"81";2;1;1;1;3;2;2;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;5;1;2;1;;;;;;;;4;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;2;;4;5;2;3;4;3;1;14461864,302681;4695308,90748061;3915537,04929414;12186583,0403909;1,29608246249348;46798,6923308726
"82";2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;2;3;1;1;1;1;2;4;2;1;1;;;;;;;;3;1;1;2;2;1;2;1;2;1;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;2;;1;2;2;;;;2;1;2;2;2;2;2;2;2;3;1;1;1;2;2;2;1;2;2;2;1;2;3;1;;;4;3;2;2;1;4;1;1;14461864,302681;4680529,27027831;6475161,96831011;9082972,15513015;0,729223566497832;26330,662065513
"83";3;1;1;1;3;2;1;2;1;1;2;2;2;2;2;2;3;1;2;2;2;2;4;1;2;1;;;;;;;;11;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;2;2;2;2;2;2;2;2;3;2;6;1;;2;1;2;2;4;1;2;14461864,302681;6224087,26340164;3406005,68748633;1833996,26932857;0,307421301233345;11100,3082818492
"84";3;1;1;1;4;2;2;2;1;1;2;2;2;2;2;2;3;1;2;2;2;2;4;1;2;1;;;;;;;;11;1;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;1;1;1;1;4;97;1;4846039,7630248;2177738,10825259;2255487,24274484;2895396,97531023;2,99347382595048;108087,768051164
"85";2;2;2;1;4;2;2;2;1;2;2;2;2;2;2;1;5;1;1;1;2;2;4;1;3;1;;;;;;;;5;1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;1;2;1;2;2;2;4;2;1;2;1;1;2;1;1;2;2;1;2;4;1;6;1;;4;2;2;2;4;1;1;14461864,302681;4680529,27027831;3915537,04929414;1833996,26932857;0,169451449245635;6118,51982242746
"86";2;1;2;1;3;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;1;2;1;1;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;1;;2;1;2;;;;1;2;2;2;2;2;2;2;2;4;1;1;1;2;1;1;1;1;2;2;1;2;3;2;6;2;;2;1;3;3;4;2;2;13960677,4593904;8791279,62274544;5572409,50746999;15614797,7757141;1,25378552505447;45271,4427776783
"87";2;1;2;3;3;2;1;2;1;1;2;2;2;2;3;1;3;1;2;2;2;2;3;1;3;2;2;1;1;1;2;2;2;4;1;1;1;2;1;1;1;2;1;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;1;2;1;2;;;;2;2;1;2;2;2;2;2;2;1;1;1;1;2;1;2;2;2;2;1;2;1;3;1;;;2;3;2;2;1;4;3;1;14461864,302681;4680529,27027831;6475161,96831011;9082972,15513015;0,729223566497832;26330,662065513
"88";3;3;2;97;3;2;2;2;2;2;1;2;2;2;2;2;3;1;1;2;2;2;4;1;3;1;;;;;;;;5;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;1;4;1;1;3;1;9518913,45314225;2942917,92101343;3043136,18139733;6581932,49735434;0,916881875827821;33106,5916346626
"89";3;2;1;1;4;1;2;2;1;1;2;2;2;2;3;3;5;2;2;2;2;2;4;2;2;2;2;2;2;2;1;2;2;11;2;;;;;;;;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;;1;2;1;2;;;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;;1;5;2;3;1;1;2;5740319,00842639;4695308,90748061;9306846,75975905;12186583,0403909;5,08442996471607;183587,603784751
"90";2;2;1;2;3;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;1;2;4;2;3;2;2;2;1;2;2;2;2;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;2;6;1;;2;1;1;2;4;1;2;4846039,7630248;2177738,10825259;1122900,34116593;522391,26454334;0,179618330052329;6485,62356821982
"91";2;2;1;2;3;1;2;2;2;2;2;2;2;2;2;2;4;1;2;1;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;2;2;2;2;2;2;2;3;2;;;1;2;1;5;1;2;1;96;598750,94332013;1692837,76193263;972928,21404694;3453128,1894327;0,817436895976739;29515,8517314722
"92";3;1;1;2;3;2;2;2;2;2;2;1;2;2;1;1;3;1;1;1;1;1;1;1;3;1;;;;;;;;5;1;2;2;2;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;2;2;1;4;3;1;14461864,302681;4680529,27027831;3915537,04929414;9082972,15513015;0,600820971169497;21694,326240325
"93";2;2;1;1;4;1;1;1;1;1;1;1;2;2;1;3;5;2;1;1;2;2;4;1;2;97;;;;;;;;;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;2;3;1;4;2;2;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"94";3;97;1;1;3;1;1;1;1;1;1;1;2;2;1;2;5;1;1;1;2;1;97;1;2;1;;;;;;;;4;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;3;3;1;1;3;96;19504420,6018672;6591591,83579349;9667487,9365852;19008208,2217878;0,801193681369216;28929,3449119761
"95";2;1;1;1;3;1;1;1;1;1;1;1;2;2;2;1;3;1;1;1;2;2;3;1;3;2;1;1;1;1;2;2;2;4;1;1;1;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;1;2;;;;1;2;2;1;2;2;2;2;2;6;1;1;2;2;2;2;1;2;2;2;1;2;3;1;;;1;3;3;3;1;1;2;2;19504420,6018672;6591591,83579349;11830617,0641027;19008208,2217878;1,08723363913512;39257,6198213279
"96";3;1;1;1;3;1;2;2;2;2;2;2;2;2;2;2;5;1;2;2;1;2;4;1;2;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;;;2;2;1;2;1;4;1;1;14461864,302681;6224087,26340164;3406005,68748633;9082972,15513015;1,09001820632093;39358,1644292324
"97";3;1;1;1;3;1;1;2;1;2;2;2;2;2;2;1;3;1;1;1;2;2;3;1;3;1;;;;;;;;5;1;1;1;1;1;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;2;4;2;2;1;4;3;96;14461864,302681;4680529,27027831;3915537,04929414;9082972,15513015;0,600820971169497;21694,326240325
"98";3;1;1;1;3;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1;2;2;4;1;1;3;;;;;;;;;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;;;2;;1;2;1;2;;;2;2;2;2;2;2;2;1;2;1;1;1;1;2;1;2;1;1;2;2;1;1;3;1;6;1;;3;1;2;2;4;1;1;14461864,302681;6224087,26340164;6475161,96831011;1833996,26932857;0,293915067233827;10612,6278234035
"99";3;1;1;1;2;2;2;2;2;2;2;1;2;2;3;3;5;1;1;1;1;2;4;1;3;3;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;3;2;3;1;2;1;5740319,00842639;4033401,53710101;6475161,96831011;12186583,0403909;1,07835933590624;38937,1882141751
"100";3;2;1;1;4;2;2;2;2;2;1;1;2;2;2;2;5;2;2;2;2;2;2;1;3;1;;;;;;;;5;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;1;2;1;4;2;1;14461864,302681;6224087,26340164;3915537,04929414;9082972,15513015;0,858629950307876;31003,2424890811
"101";3;1;1;1;3;2;2;2;2;1;2;2;2;2;2;2;5;1;1;2;2;2;4;1;3;1;;;;;;;;11;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;;;2;2;2;;;;2;2;2;2;2;2;2;1;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;1;2;3;3;4;1;96;13960677,4593904;7210035,70585308;10649723,4784583;15614797,7757141;2,54227632588002;91796,0168722819
"102";3;1;2;1;4;2;1;2;2;2;2;2;2;2;1;1;3;1;2;1;1;2;1;2;2;3;;;;;;;;;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;;3;5;1;3;4;97;2;4846039,7630248;1012067,2864541;2083133,06024781;3307111,57367646;2,08827115358077;75402,8868131178
"103";3;3;1;1;3;2;2;2;2;1;2;2;2;2;2;2;3;1;1;2;2;2;4;2;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;1;3;2;3;1;4;2;1;13960677,4593904;7210035,70585308;11830617,0641027;19008208,2217878;0,898097170666837;32428,3171708111
"104";3;3;1;1;3;1;1;1;1;1;1;1;1;1;2;2;4;1;2;2;2;2;1;1;3;1;;;;;;;;11;1;1;1;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;1;4;1;3;1;4;97;2;13960677,4593904;8791279,62274544;9667487,9365852;19008208,2217878;0,997860782401391;36030,5621717966
"105";3;1;1;1;3;1;1;1;1;1;1;1;2;2;2;2;4;2;2;2;2;2;1;1;3;1;;;;;;;;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;2;;;1;4;3;3;1;4;3;96;13960677,4593904;6591591,83579349;9667487,9365852;19008208,2217878;0,605953125932341;21879,6370817963
"106";2;1;2;1;3;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;1;3;1;;;;;;;;11;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;2;;3;5;3;3;1;3;1;19504420,6018672;8798165,98063689;11830617,0641027;15614797,7757141;1,0766053159745;38873,8544051751
"107";3;1;1;1;3;1;1;2;2;2;2;2;2;2;2;1;4;1;1;1;2;1;1;1;2;1;;;;;;;;4;1;1;1;2;1;1;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;3;4;2;3;1;1;3;96;19504420,6018672;7210035,70585308;9667487,9365852;19008208,2217878;0,87505721112098;31596,39481301
"108";3;97;1;1;3;2;2;2;1;1;2;2;2;2;3;3;5;2;2;2;2;2;4;1;2;1;;;;;;;;11;1;1;1;2;2;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;3;1;;;3;3;4;3;1;4;97;1;13960677,4593904;6329164,84158728;11830617,0641027;19008208,2217878;0,791727083086634;28587,5268307452
"109";3;1;1;2;3;2;1;1;1;1;1;2;2;2;2;1;5;1;1;1;2;2;4;1;3;2;2;2;1;2;2;2;2;4;2;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;4;1;;;4;4;3;3;1;1;1;2;19504420,6018672;6591591,83579349;9667487,9365852;19008208,2217878;0,801193681369216;28929,3449119761
"110";2;2;1;1;3;2;2;1;1;1;2;2;2;2;2;1;4;1;1;1;2;2;1;2;1;2;1;2;2;2;2;2;2;11;1;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;4;1;;2;3;2;2;4;1;1;14461864,302681;4033401,53710101;3406005,68748633;1833996,26932857;0,180632254837716;6522,23416627288
"111";3;1;2;1;4;2;2;2;1;2;2;2;2;2;2;2;3;2;2;2;2;2;4;1;3;2;1;2;2;2;2;2;2;11;2;;;;;;;;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;;;;;2;2;2;;;;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;4;2;;3;2;3;3;3;1;1;450998,43868754;7210035,70585308;11830617,0641027;15614797,7757141;0,387521129274578;13992,5372230893
