"I01";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_01";"P13_02";"P13_03";"P13_04";"P13_05";"P13_06";"P13_07";"P13_08";"P14";"P15";"P16";"P17";"P18";"P19";"P20";"P21";"P22";"P23_01";"P23_02";"P23_03";"P23_04";"P23_05";"P23_06";"P24";"P25_01";"P25_02";"P25_03";"P25_04";"P25_05";"P25_06";"P26_01";"P26_02";"P26_03";"P26_04";"P26_05";"P26_06";"P26_07";"P26_08";"P26_09";"P26_10";"P26_11";"P26_12";"P26_13";"P27_01";"P27_02";"P27_03";"P27_04";"P27_05";"P27_06";"P27_07";"P27_08";"P27_09";"P27_10";"P27_11";"P27_12";"P27_13";"P27_14";"P27_15";"P27_16";"P28";"P29";"P30";"P31_01";"P31_02";"P31_03";"P31_04";"P31_05";"P31_06";"P31_07";"P31_08";"P31_09";"P32";"P34";"P35";"P36";"P38";"VD_IDADE";"VD_RENDA";"VD_RACA";"W1";"W2"
"319";4;"2";"1";"1";"1";"1";"1";"1";"3";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"4";"2";"1";"3";"3";"4";"1";"3";"2.14331765954866";"126584.555555556"
"320";4;"2";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"2";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"5";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"97";"3";"0.262215945609732";"15486.5"
"321";4;"3";"2";"1";"1";"1";"1";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"4";"4";"1";"2";"7";"5";"3";"1";"1.86812811212129";"110331.833333333"
"322";4;"3";"3";"2";"2";;;"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"1";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"8";"2";"1";"3";"1.50038783171644";"88613.0555555556"
"323";4;"3";"1";"1";"2";;;"1";"3";"2";"2";"1";"1";"2";"1";"1";"2";"1";"2";"1";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"5";"1";"3";"1";"0.676296359177635";"39742.1306818182"
"324";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"1";"2";"2";"2";"1";"3";"1";"2";"1";"1";"4";"1";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"5";"1";"1";"2";"1";"2";"1";"4";"1.78347230063695";"105332.052631579"
"325";4;"2";"3";"1";"97";;;"2";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"97";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"6";"97";"1";"97";"1";"0.251979075035568";"14882.5"
"326";4;"2";"1";"3";"2";;;"1";"3";"2";"2";"2";"2";"1";"2";"1";"2";"1";"2";"3";"1";"1";"1";"10";"1";"2";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"3";"2";"2";"3";"1.78347230063695";"105332.052631579"
"327";4;"3";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";;"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"3";"3";"3";"3";"2";"1.27089467369554";"75059.1666666667"
"328";4;"3";"1";"1";"1";"2";"2";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"2";"1";"7";"4";"2";"4";"1";"0.591974321132642";"34962.6532738095"
"329";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"97";"2";"1";"1";"4";"1";"2";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"1";"3";"1";"1";"1.36326731520585";"80514.7041223404"
"330";4;"3";"1";"1";"3";;;"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"4";"1";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"5";"6";"1";"2";"1";"1.01248037331643";"59797.1922146027"
"331";4;"3";"1";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"3";"3";"2";"1";"1.73837478453875";"102668.588815789"
"332";4;"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"97";;"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"8";"3";"2";"3";"1";"0.591974321132642";"34962.6532738095"
"333";4;"2";"1";"2";"1";"1";"2";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"7";"6";"1";"1";"3";"0.49635214103542";"29314.6071428571"
"334";4;"3";"2";"1";"1";"1";"1";"1";"3";"1";"1";"1";"1";"1";"1";"1";"2";"1";"3";"1";"2";"1";"1";"10";"1";"1";"1";"1";"1";"1";"1";"2";"1";"1";"2";"1";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"4";"1";"1";"6";"5";"4";"1";"1";"1.30630519296431";"77150.5154797762"
"335";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"2";"7";"5";"1";"2";"3";"0.49635214103542";"29314.6071428571"
"336";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"3";"2";"1";"2";"1";"2";"1";"3";"1.73837478453875";"102668.588815789"
"337";4;"3";"2";"1";"2";;;"2";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"97";;"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"2";"1";"2";"5";"3";"2";"1";"1.73837478453875";"102668.588815789"
"338";4;"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"1";"2";"2";"1";"2";"1";"1";"2";"2";"2";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"97";"1";"2";"3";"1.70880049734621";"100921.928571429"
"339";4;"2";"1";"2";"2";;;"2";"3";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"6";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"340";4;"2";"1";"2";"1";"1";"1";"1";"4";"2";"2";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"5";"1";"2";"1";"2";"2";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"4";"2";"3";"1.30630519296431";"77150.5154797762"
"341";4;"2";"2";"1";"2";;;"1";"3";"2";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"1";"12";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"5";"3";"3";"1";"0.578717916904258";"34179.1381118881"
"342";4;"2";"1";"1";"1";"1";"1";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"2";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"2";"3";"3";"0.649774224784308";"38375.7307692308"
"343";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"1";"2";"1";"2";"2";"1";"1";"1";"5";"1";"1";"1";"2";"1";"2";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"6";"1";"5";"8";"2";"1";"2";"1.48971612899922";"87974.5957446808"
"344";4;"3";"1";"1";"1";"2";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"5";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"4";"1";"1";"2";"1";"1";"1";"3";"1.70880049734621";"100921.928571429"
"345";4;"3";"1";"1";"1";"2";"1";"1";"3";"1";"1";"2";"2";"1";"2";"2";"2";"1";"3";"2";"1";"1";"1";"10";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"7";"4";"4";"2";"1.17864630456189";"69610.96875"
"346";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"7";"5";"3";"3";"3";"0.591974321132642";"34962.6532738095"
"347";4;"3";"1";"2";"3";;;"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"8";"1";"2";"1";"1.06284094359682";"62771.4925373134"
"348";4;"2";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"3";"2";"2";"4";"1.36326731520585";"80514.7041223404"
"349";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"1";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"3";"2";"4";"1";"0.591974321132642";"34962.6532738095"
"350";4;"3";"1";"1";"1";"1";"2";"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"1";"1";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"7";"5";"1";"3";"3";"0.676296359177635";"39742.1306818182"
"351";4;"2";"3";"2";"1";"1";"1";"1";"3";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"1";"4";"2";"1";"5";"5";"2";"2";"3";"1.48971612899922";"87974.5957446808"
"352";4;"3";"2";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"1";"1";"2";"2";"1";"3";"2";"1";"1";"1";"5";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"1";"1";"1";"2";"2";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"97";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"4";"1";"1";"2";"1";"2";"2";"3";"1.78347230063695";"105332.052631579"
"353";4;"3";"2";"2";"1";"2";"1";"1";"4";"2";"2";"2";"1";"2";"2";"2";"2";"1";"1";"2";"1";"1";"1";"4";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"4";"97";"2";"0.201522121416681";"11901.9166666667"
"354";4;"2";"1";"2";"1";"1";"2";"1";"3";"2";"1";"2";"1";"1";"1";"2";"2";"1";"2";"1";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"3";"1";"4";"1";"0.676296359177635";"39742.1306818182"
"355";4;"1";"3";"2";"2";;;"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"10";"1";"2";"2";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"4";"1";"3";"3";"2";"1.27089467369554";"75059.1666666667"
"356";4;"2";"1";"2";"1";"1";"2";"1";"3";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"2";"3";"1.60937484185362";"95049.8392857143"
"357";4;"2";"3";"1";"2";;;"2";"3";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"97";"1";"1";"1";"1.01248037331643";"59797.1922146027"
"358";4;"3";"2";"1";"1";"1";"1";"2";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"7";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"4";"6";"1";"1";"1";"1.60937484185362";"95049.8392857143"
"359";4;"3";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"6";"1";"1";"2";"1.01248037331643";"59797.1922146027"
"360";4;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"1";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"6";"1";"3";"1";"0.644622077663268";"38071.4444444444"
"361";4;"2";"1";"2";"2";;;"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"10";"1";"1";"2";"2";"2";"1";"1";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"9";"5";"3";"4";"1";"0.591974321132642";"34962.6532738095"
"362";3;"2";"1";"2";"2";;;"1";"3";"2";"1";"2";"1";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"12";"1";"1";"2";"2";"1";"1";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"4";"1";"2";"6";"5";"2";"3";"3";"0.357185589338031";"21095.4166666667"
"363";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"1";"2";"1";"2";"2";"1";"1";"2";"1";"1";"1";"10";"1";"1";"2";"1";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"3";"3";"1";"2";"2";"1.60937484185362";"95049.8392857143"
"364";4;"2";"3";"1";"2";;;"1";"3";"1";"1";"2";"1";"1";"2";"2";"2";"1";"2";"3";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"5";"2";"1";"5";"1";"2";"1";"3";"1.23661850141248";"73034.8125"
"365";4;"3";"3";"1";"2";;;"1";"3";"2";"1";"2";"1";"1";"2";"2";"2";"1";"2";"1";"2";"1";"1";"5";"1";"1";"1";"1";"1";"2";"2";"2";"1";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"5";"3";"1";"7";"7";"5";"2";"1";"1.05711103112953";"62433.0833333333"
"366";4;"1";"1";"2";"3";;;"1";"3";"2";"1";"2";"2";"2";"1";"2";"1";"1";"2";"2";"2";"1";"1";"3";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"9";"4";"3";"4";"1";"0.591974321132642";"34962.6532738095"
"367";4;"2";"2";"2";"1";"1";"2";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"2";;"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"8";"2";"1";"3";"1.48971612899922";"87974.5957446808"
"368";4;"3";"1";"1";"1";"1";"1";"1";"4";"2";"2";"2";"2";"1";"1";"2";"2";"1";"3";"2";"1";"1";"1";"3";"1";"1";"1";"2";"1";"2";"1";"2";"1";"1";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"4";"1";"1";"5";"5";"1";"2";"3";"1.01248037331643";"59797.1922146027"
"369";4;"3";"1";"1";"1";"2";"2";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"1";"2";"1";"1";"4";"1";"1";"2";"1";"1";"1";"1";"2";"1";"2";"1";"1";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"5";"3";"1";"8";"3";"3";"3";"1";"0.591974321132642";"34962.6532738095"
"370";4;"2";"1";"1";"2";;;"1";"3";"2";"1";"2";"2";"1";"2";"1";"2";"1";"1";"2";"1";"1";"1";"5";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3";"1";"7";"3";"3";"4";"1";"0.591974321132642";"34962.6532738095"
"371";3;"2";"3";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"4";"4";"4";"2";"0.202163135117272";"11939.775"
"372";4;"2";"3";"2";"1";"1";"1";"1";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"5";"4";"4";"2";"1";"1.30630519296431";"77150.5154797762"
"373";2;"2";"3";"1";"1";"1";"2";"1";"3";"2";"1";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"1";"2";;"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"7";"5";"2";"3";"3";"0.231935108737723";"13697.1107427056"
"374";4;"3";"1";"2";"2";;;"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"1";"1";"1";"1";"1";"2";;"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"2";"1";"1";"2";"3";"1.60937484185362";"95049.8392857143"
"375";4;"2";"1";"2";"2";;;"1";"3";"2";"1";"2";"1";"2";"2";"2";"2";"1";"1";"2";"2";"1";"1";"10";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"2";"5";"3";"3";"3";"3";"0.578717916904258";"34179.1381118881"
"376";4;"2";"1";"1";"1";"1";"1";"1";"3";"2";"2";"2";"2";"1";"1";"1";"2";"1";"1";"2";"2";"1";"1";"10";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"2";"5";"3";"1";"2";"3";"1.06284094359682";"62771.4925373134"
"377";4;"3";"1";"1";"2";;;"1";"4";"2";"1";"2";"1";"2";"2";"2";"2";"1";"2";"2";"1";"1";"1";"4";"1";"2";"1";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"4";"4";"2";"2";"1";"5";"2";"4";"2.08693216351434";"123254.42251462"
"378";4;"3";"3";"1";"2";;;"1";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"2";"1";"1";"5";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"3";"1";"2";"1";"1.06284094359682";"62771.4925373134"
"379";4;"1";"1";"3";"1";"1";"1";"1";"4";"2";"1";"2";"1";"2";"2";"2";"2";"1";"3";"2";"1";"1";"1";"9";"1";"2";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"3";"1";"5";"1";"3";"2.08693216351434";"123254.42251462"
"380";4;"3";"1";"1";"1";"1";"1";"1";"3";"1";"2";"2";"1";"2";"2";"2";"2";"1";"2";"2";"2";"1";"1";"4";"1";"1";"1";"2";"2";"2";"2";"2";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"2";"1";"6";"3";"2";"3";"1";"0.649774224784308";"38375.7307692308"
"381";1;"3";"2";"1";"2";;;"1";"2";"1";"2";"2";"1";"2";"2";"2";"2";"1";"3";"2";"2";"1";"1";"4";"1";"1";"1";"2";"1";"2";"2";"2";"1";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"1";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"2";"2";"2";"2";"2";"2";"2";"2";"4";"2";"1";"5";"7";"5";"3";"1";"0.796133936563324";"47019.75"
"382";2;"2";"1";"1";"1";"2";"1";"1";"3";"2";"2";"2";"1";"2";"1";"2";"2";"1";"2";"2";"1";"1";"1";"2";"2";;;;;;;;"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1";"1";"5";"5";"1";"1";"4";"0.816479752262765";"48221.3818181818"
